縣市名稱,測站名稱,經度,緯度,高度,創站日期(~截止日期),地址,下載網址1(不含日期),下載網址2(高度)
南投縣 (NantouCounty),中寮 (Zhongliao),120.7664,23.8844,192m,2011/11/01~,南投縣中寮鄉復興村初中巷50號(中寮國中校園內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0H950&stname=%25E4%25B8%25AD%25E5%25AF%25AE&datepicker=,&altitude=192m
南投縣 (NantouCounty),草屯 (Caotun),120.6808,23.9736,120m,2011/11/01~,南投縣草屯鎮中山里草鞋墩1街8號(草屯鎮公所樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0H960&stname=%25E8%258D%2589%25E5%25B1%25AF&datepicker=,&altitude=120m
南投縣 (NantouCounty),昆陽 (Kunyang),121.2736,24.1213,3076m,1992/05/23~,南投縣仁愛鄉昆陽警察局後方下坡處(太魯閣國家公園)石碑後20公尺,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0H990&stname=%25E6%2598%2586%25E9%2599%25BD&datepicker=,&altitude=3076m
南投縣 (NantouCounty),神木村 (Shenmu Village),120.8436,23.5327,1595m,1998/12/16~,南投縣信義鄉神木村神木工作分站後方山坡上(對高岳營林區29林班地444號土地),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0H9A0&stname=%25E7%25A5%259E%25E6%259C%25A8%25E6%259D%2591&datepicker=,&altitude=1595m
南投縣 (NantouCounty),合歡山 (Hehuan Mountain),121.2725,24.1434,3402m,2008/02/25~,南投縣仁愛鄉(近合歡山三角點，由松雪樓開車約15分鐘，大甲溪事業區第81林班),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0H9C0&stname=%25E5%2590%2588%25E6%25AD%25A1%25E5%25B1%25B1&datepicker=,&altitude=3402m
南投縣 (NantouCounty),廬山 (Lushan),121.1818,24.0333,1562m,1992/05/12~,南投縣仁愛鄉大同村仁和路21號(埔里-霧社收費站-盧山電力公司瞭望台),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I010&stname=%25E5%25BB%25AC%25E5%25B1%25B1&datepicker=,&altitude=1562m
南投縣 (NantouCounty),信義 (Xinyi),120.8510,23.6896,536m,2015/09/22~,南投縣信義鄉自強村綠美巷(內茅埔營林區23林班地),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I080&stname=%25E4%25BF%25A1%25E7%25BE%25A9&datepicker=,&altitude=536m
南投縣 (NantouCounty),鳳凰 (Fonghuang),120.7873,23.7280,910m,1992/05/05~,南投縣鹿谷鄉鳳凰鳥園旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I090&stname=%25E9%25B3%25B3%25E5%2587%25B0&datepicker=,&altitude=910m
南投縣 (NantouCounty),竹山 (Zhushan),120.6881,23.7612,161m,1992/05/05~,南投縣竹山鎮延和里向學街32號(竹山國民小學內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I110&stname=%25E7%25AB%25B9%25E5%25B1%25B1&datepicker=,&altitude=161m
南投縣 (NantouCounty),水里 (Shuili),120.8497,23.8125,300m,2015/09/23~,南投縣水里鄉中山路一段515號(玉山國家公園管理處),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I360&stname=%25E6%25B0%25B4%25E9%2587%258C&datepicker=,&altitude=300m
南投縣 (NantouCounty),魚池 (Yuchi),120.9413,23.8957,671m,2015/09/07~,南投縣魚池鄉東池村魚池街194號(魚池鄉衛生所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I370&stname=%25E9%25AD%259A%25E6%25B1%25A0&datepicker=,&altitude=671m
南投縣 (NantouCounty),集集 (Jiji),120.8014,23.8282,258m,2015/09/24~,南投縣集集鎮民生東路1號(農委會特有生物研究保育中心),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I380&stname=%25E9%259B%2586%25E9%259B%2586&datepicker=,&altitude=258m
南投縣 (NantouCounty),仁愛 (Ren'ai),121.1322,24.0221,1184m,2015/08/10~,南投縣仁愛鄉仁和路50號(台電公司仁愛服務所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I390&stname=%25E4%25BB%2581%25E6%2584%259B&datepicker=,&altitude=1184m
南投縣 (NantouCounty),名間 (Mingjian),120.7014,23.8370,180m,2015/09/30~,南投縣名間鄉董門巷2號(名間鄉立體停車場),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I410&stname=%25E5%2590%258D%25E9%2596%2593&datepicker=,&altitude=180m
南投縣 (NantouCounty),國姓 (Guoxing),120.8550,24.0378,305m,2015/09/02~,南投縣國姓鄉民族街40號(國姓鄉老人文康活動中心),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I420&stname=%25E5%259C%258B%25E5%25A7%2593&datepicker=,&altitude=305m
南投縣 (NantouCounty),南投 (Nantou),120.6873,23.9114,110m,2015/09/03~,南投縣南投市龍泉里玉井街5號(南投市公所樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I460&stname=%25E5%258D%2597%25E6%258A%2595&datepicker=,&altitude=110m
南投縣 (NantouCounty),梅峰 (Meifeng),121.1735,24.0852,2165m,2015/10/06~,南投縣仁愛鄉大同村仁和路215號(梅峰農場),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I480&stname=%25E6%25A2%2585%25E5%25B3%25B0&datepicker=,&altitude=2165m
南投縣 (NantouCounty),萬大林道 (Wandalindao),121.0914,23.9282,1601m,2015/10/07~,南投縣仁愛鄉曲冰段(萬大林道約7.2k附近高地),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I490&stname=%25E8%2590%25AC%25E5%25A4%25A7%25E6%259E%2597%25E9%2581%2593&datepicker=,&altitude=1601m
南投縣 (NantouCounty),玉山風口 (Yushanfengkou),120.9559,23.4704,3860m,2016/05/22~,南投縣信義鄉(玉山主峰往北峰叉路空地附近),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I520&stname=%25E7%258E%2589%25E5%25B1%25B1%25E9%25A2%25A8%25E5%258F%25A3&datepicker=,&altitude=3860m
南投縣 (NantouCounty),小奇萊 (Xiaoqilai),121.2957,24.1317,3014m,2017/12/28~,南投縣仁愛鄉小奇萊步道指標1.5K處附近,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I530&stname=%25E5%25B0%258F%25E5%25A5%2587%25E8%2590%258A&datepicker=,&altitude=3014m
南投縣 (NantouCounty),奇萊稜線 (Qilailengxian),121.3264,24.1092,3344m,2017/12/28~,南投縣仁愛鄉奇萊連峰指標6.4K處(奇萊山屋附近),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0I540&stname=%25E5%25A5%2587%25E8%2590%258A%25E7%25A8%259C%25E7%25B7%259A&datepicker=,&altitude=3344m
南投縣 (NantouCounty),翠峰 (Cuifeng),121.2052,24.1093,2454m,1991/12/12~,南投縣仁愛鄉翠峰段30地號東側旁(臺14甲線19-19.5k處的長途通信機房旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H000&stname=%25E7%25BF%25A0%25E5%25B3%25B0&datepicker=,&altitude=2454m
南投縣 (NantouCounty),國三N238K (Freeway No. 3 - RAIN –N238K),120.7077,23.8410,231m,2021/10/2~,南投縣國道3號北向238.2K,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H840&stname=%25E5%259C%258B%25E4%25B8%2589N238K&datepicker=,&altitude=231m
南投縣 (NantouCounty),瑞岩 (Ruiyan),121.1834,24.1237,1840m,1991/12/12~,南投縣仁愛鄉,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H860&stname=%25E7%2591%259E%25E5%25B2%25A9&datepicker=,&altitude=1840m
南投縣 (NantouCounty),清流 (Qingliu),120.9629,24.0807,934m,1991/12/12~,南投縣仁愛鄉互助村,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H900&stname=%25E6%25B8%2585%25E6%25B5%2581&datepicker=,&altitude=934m
南投縣 (NantouCounty),長豐 (Changfeng),120.8798,24.1020,736m,1991/12/12~,南投縣國姓鄉長豐村東二巷71號(仙徠山莊內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H920&stname=%25E9%2595%25B7%25E8%25B1%2590&datepicker=,&altitude=736m
南投縣 (NantouCounty),雙冬 (Shuangdong),120.8021,23.9673,630m,2011/11/01~,南投縣草屯鎮雙冬里,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H941&stname=%25E9%259B%2599%25E5%2586%25AC&datepicker=,&altitude=630m
南投縣 (NantouCounty),阿眉 (Amei),120.9946,24.1263,1710m,2011/11/1~,南投縣仁愛鄉(水利局雨量站旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H9B1&stname=%25E9%2598%25BF%25E7%259C%2589&datepicker=,&altitude=1710m
南投縣 (NantouCounty),萬大 (Wanda),121.1322,23.9798,1120m,1992/05/12~,南投縣仁愛鄉親愛村萬大水庫宿舍旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I020&stname=%25E8%2590%25AC%25E5%25A4%25A7&datepicker=,&altitude=1120m
南投縣 (NantouCounty),武界 (Wujie),121.0524,23.9132,948m,1992/05/03~,南投縣仁愛鄉法治村,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I030&stname=%25E6%25AD%25A6%25E7%2595%258C&datepicker=,&altitude=948m
南投縣 (NantouCounty),六分寮 (Liufenliao),120.6378,23.9250,428m,2011/11/1~,南投縣南投市鳳鳴里八卦路831號(南投縣政府消防局第一大隊鳳鳴分隊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H971&stname=%25E5%2585%25AD%25E5%2588%2586%25E5%25AF%25AE&datepicker=,&altitude=428m
南投縣 (NantouCounty),丹大 (Danda),121.1411,23.7537,2568m,1992/05/01~,南投縣信義鄉丹大事業區第十七林班地(瞭望台旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I050&stname=%25E4%25B8%25B9%25E5%25A4%25A7&datepicker=,&altitude=2568m
南投縣 (NantouCounty),和社 (Heshe),120.8888,23.5911,825m,1992/05/01~,南投縣信義鄉中橫同富村同和巷47號和社分社觀測坪內,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I070&stname=%25E5%2592%258C%25E7%25A4%25BE&datepicker=,&altitude=825m
南投縣 (NantouCounty),溪頭 (Xitou),120.8076,23.6617,1810m,2011/11/01~,南投縣鹿谷鄉內湖村森林巷溪頭林營區(鳳凰山瞭望台旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I101&stname=%25E6%25BA%25AA%25E9%25A0%25AD&datepicker=,&altitude=1810m
南投縣 (NantouCounty),桶頭 (Tongtou),120.6541,23.6419,311m,2011/11/01~,南投縣竹山鎮鯉南路338號旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I131&stname=%25E6%25A1%25B6%25E9%25A0%25AD&datepicker=,&altitude=311m
南投縣 (NantouCounty),卡奈托灣 (Kanaituowan),121.0878,23.7543,1700m,1993/01/21~,南投縣信義鄉丹大事業區第16林班地,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I140&stname=%25E5%258D%25A1%25E5%25A5%2588%25E6%2589%2598%25E7%2581%25A3&datepicker=,&altitude=1700m
南投縣 (NantouCounty),青雲 (Qingyun),120.9493,23.7933,393m,1992/12/01~,南投縣信義鄉地利村5鄰開信巷98-3號旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I150&stname=%25E9%259D%2592%25E9%259B%25B2&datepicker=,&altitude=393m
南投縣 (NantouCounty),大鞍 (Da-an),120.7600,23.6783,1515m,2011/11/01~,南投縣竹山鎮樟空倫山之三角點附近,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I121&stname=%25E5%25A4%25A7%25E9%259E%258D&datepicker=,&altitude=1515m
南投縣 (NantouCounty),中心崙 (Zhongxinlun),120.7120,23.7287,677m,2011/11/01~,南投縣竹山鎮之中心崙林道4.1km處,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I201&stname=%25E4%25B8%25AD%25E5%25BF%2583%25E5%25B4%2599&datepicker=,&altitude=677m
南投縣 (NantouCounty),蘆竹湳 (Luzhunan),120.8119,23.9340,529m,2011/11/01~,南投縣中寮鄉清水村龍林巷4鄰58之6號旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I211&stname=%25E8%2598%2586%25E7%25AB%25B9%25E6%25B9%25B3&datepicker=,&altitude=529m
南投縣 (NantouCounty),樟湖 (Zhanghu),120.8469,23.9053,1098m,2002/05/04~,南投縣國姓鄉147縣道9km處與站址直線距離約1.6km,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I220&stname=%25E6%25A8%259F%25E6%25B9%2596&datepicker=,&altitude=1098m
南投縣 (NantouCounty),九份二山 (Jiufen'ershan),120.8450,23.9619,837m,2002/05/07~,南投縣國姓鄉南港村九份二山上(921地震紀念公園內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I230&stname=%25E4%25B9%259D%25E4%25BB%25BD%25E4%25BA%258C%25E5%25B1%25B1&datepicker=,&altitude=837m
南投縣 (NantouCounty),外大坪 (Waidaping),120.9179,23.9586,725m,2002/05/03~,南投縣埔里鎮種瓜路(投68)路口至站址車程約20分鐘,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I240&stname=%25E5%25A4%2596%25E5%25A4%25A7%25E5%259D%25AA&datepicker=,&altitude=725m
南投縣 (NantouCounty),鯉潭 (Litan),120.9911,23.9619,732m,2002/04/30~,南投縣埔里鎮埔里高工旁中心路2km處,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I250&stname=%25E9%25AF%2589%25E6%25BD%25AD&datepicker=,&altitude=732m
南投縣 (NantouCounty),北坑 (Beikeng),121.0069,23.9246,601m,2002/05/02~,南投縣埔里鎮麒麟里4鄰武界路31號旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I260&stname=%25E5%258C%2597%25E5%259D%2591&datepicker=,&altitude=601m
南投縣 (NantouCounty),西巒 (Xiluan),120.8839,23.7544,1033m,2002/04/25~,南投縣信義鄉台21線道之人倫林道9.5k處,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I310&stname=%25E8%25A5%25BF%25E5%25B7%2592&datepicker=,&altitude=1033m
南投縣 (NantouCounty),奧萬大 (Aowanda),121.1785,23.9529,1275m,2002/05/15~,南投縣仁愛鄉奧萬大森林遊樂區內(員工宿舍),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I320&stname=%25E5%25A5%25A7%25E8%2590%25AC%25E5%25A4%25A7&datepicker=,&altitude=1275m
南投縣 (NantouCounty),楓樹林 (Fengshulin),121.0761,23.9868,1266m,2002/05/01~,南投縣仁愛鄉埔里事業區107林班地(臺14線近埔里市區),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I330&stname=%25E6%25A5%2593%25E6%25A8%25B9%25E6%259E%2597&datepicker=,&altitude=1266m
南投縣 (NantouCounty),新興橋 (Xinxingqiao),120.8687,23.5633,897m,2002/03/09~,南投縣信義鄉臺21線新興橋附近,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I340&stname=%25E6%2596%25B0%25E8%2588%2588%25E6%25A9%258B&datepicker=,&altitude=897m
南投縣 (NantouCounty),凌霄 (Lingxiao),121.0044,24.0187,1399m,2015/08/28~,南投縣仁愛鄉守城段4地號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I400&stname=%25E5%2587%258C%25E9%259C%2584&datepicker=,&altitude=1399m
南投縣 (NantouCounty),翠華 (Cuihua),121.2243,24.1919,2415m,2015/08/06~,南投縣仁愛鄉翠華村華岡段70地號內,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I430&stname=%25E7%25BF%25A0%25E8%258F%25AF&datepicker=,&altitude=2415m
南投縣 (NantouCounty),新高口 (Xingaokou),120.8789,23.4787,2540m,1992/01/21~,南投縣信義鄉新高口(臺18線約107.5k處路旁，對高岳營林區第31林班446號林地內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I440&stname=%25E6%2596%25B0%25E9%25AB%2598%25E5%258F%25A3&datepicker=,&altitude=2540m
南投縣 (NantouCounty),望鄉山 (Wangxiangshan),120.9442,23.5941,3025m,2015/11/06~,南投縣信義鄉巒大事業區第131林班內(郡大林道約32K附近，望鄉山三角點旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I450&stname=%25E6%259C%259B%25E9%2584%2589%25E5%25B1%25B1&datepicker=,&altitude=3025m
南投縣 (NantouCounty),杉林溪 (Shanlinxi),120.7864,23.6395,1680m,2015/11/05~,南投縣竹山鎮大鞍里(杉林溪森林生態渡假園區收費亭附近，向欣谷碑旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I470&stname=%25E6%259D%2589%25E6%259E%2597%25E6%25BA%25AA&datepicker=,&altitude=1680m
南投縣 (NantouCounty),大尖山 (Dajianshan),120.9948,23.8585,2017m,2015/11/12~,南投縣仁愛鄉大尖山,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I500&stname=%25E5%25A4%25A7%25E5%25B0%2596%25E5%25B1%25B1&datepicker=,&altitude=2017m
南投縣 (NantouCounty),線浸林道 (Xianjinlindao),120.8329,23.7615,1208m,2015/11/17~,南投縣鹿谷鄉線浸林道11k附近,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I510&stname=%25E7%25B7%259A%25E6%25B5%25B8%25E6%259E%2597%25E9%2581%2593&datepicker=,&altitude=1208m
南投縣 (NantouCounty),國六W023K (Freeway No. 6 W023K),120.8677,23.9790,373m,2021/01/26~,南投縣國道6號西向23.7K,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I550&stname=%25E5%259C%258B%25E5%2585%25ADW023K&datepicker=,&altitude=373m
南投縣 (NantouCounty),埔中 (Puzhong),120.6425,23.8207,439m,2002/02/28~,南投縣名間鄉埔中村11之3號後面,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I280&stname=%25E5%259F%2594%25E4%25B8%25AD&datepicker=,&altitude=439m
南投縣 (NantouCounty),豐丘 (Fengqiu),120.8874,23.6681,1151m,2002/03/05~,南投縣信義鄉豐丘村豐丘產業道路末端,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I290&stname=%25E8%25B1%2590%25E4%25B8%2598&datepicker=,&altitude=1151m
南投縣 (NantouCounty),上安橋 (Shang-anciao) (撤銷站),120.8738,23.7282,781m,2002/03/07~2015/11/24,南投縣水里鄉(臺21線上安村段之三廓產業道路2k處梅園裡),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I300&stname=%25E4%25B8%258A%25E5%25AE%2589%25E6%25A9%258B&datepicker=,&altitude=781m
南投縣 (NantouCounty),東埔 (Dongpu) (撤銷站),120.9251,23.5563,887m,2002/03/09~2015/09/22,南投縣信義鄉東埔村村辦公室籃球場旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I350&stname=%25E6%259D%25B1%25E5%259F%2594&datepicker=,&altitude=887m
南投縣 (NantouCounty),水里 (Shueili) (撤銷站),120.8540,23.8319,593m,2002/03/01~2015/09/23,南投縣水里鄉聖母修道院內,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I270&stname=%25E6%25B0%25B4%25E9%2587%258C&datepicker=,&altitude=593m
南投縣 (NantouCounty),蘆竹湳 (Luzhunan) (撤銷站),120.8120,23.9340,566m,2002/03/11~2011/10/31,南投縣中寮鄉清水村龍林巷4鄰58之6號旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I210&stname=%25E8%2598%2586%25E7%25AB%25B9%25E6%25B9%25B3&datepicker=,&altitude=566m
南投縣 (NantouCounty),桶頭 (Tongtou) (撤銷站),120.6536,23.6424,307m,1992/05/05~2011/10/31,南投縣竹山鎮鯉南路338號旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I130&stname=%25E6%25A1%25B6%25E9%25A0%25AD&datepicker=,&altitude=307m
南投縣 (NantouCounty),龍神橋 (Longshenciao) (撤銷站),120.8715,23.7798,339m,1992/12/01~2015/11/24,南投縣水里鄉崁頂村(臺21線龍神橋附近),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I160&stname=%25E9%25BE%258D%25E7%25A5%259E%25E6%25A9%258B&datepicker=,&altitude=339m
南投縣 (NantouCounty),集集 (Jiji) (撤銷站),120.7750,23.8263,235m,1992/05/01~2015/09/24,南投縣集集鎮集集加油站旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I170&stname=%25E9%259B%2586%25E9%259B%2586&datepicker=,&altitude=235m
南投縣 (NantouCounty),水長流 (Shueichangliou) (撤銷站),120.8604,24.0618,660m,2002/05/06~2015/09/02,南投縣國姓鄉大旗農路末端,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I190&stname=%25E6%25B0%25B4%25E9%2595%25B7%25E6%25B5%2581&datepicker=,&altitude=660m
南投縣 (NantouCounty),中心崙 (Zhongxinlun) (撤銷站),120.7123,23.7285,661m,2002/03/12~2011/10/31,南投縣竹山鎮之中心崙林道4.1km處,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I200&stname=%25E4%25B8%25AD%25E5%25BF%2583%25E5%25B4%2599&datepicker=,&altitude=661m
南投縣 (NantouCounty),大鞍 (Da-an) (撤銷站),120.7598,23.6785,1528m,1992/05/05~2011/10/31,南投縣竹山鎮樟空倫山之三角點附近,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I120&stname=%25E5%25A4%25A7%25E9%259E%258D&datepicker=,&altitude=1528m
南投縣 (NantouCounty),信義 (Xinyi) (撤銷站),120.8510,23.6896,536m,1992/05/01~2015/09/22,南投縣信義鄉自強村綠美巷(內茅埔林區23林班地),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I080&stname=%25E4%25BF%25A1%25E7%25BE%25A9&datepicker=,&altitude=536m
南投縣 (NantouCounty),溪頭 (Xitou) (撤銷站),120.8072,23.6612,1771m,1992/05/05~2011/10/31,南投縣鹿谷鄉內湖村森林巷溪頭林營區(鳳凰山瞭望臺旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I100&stname=%25E6%25BA%25AA%25E9%25A0%25AD&datepicker=,&altitude=1771m
南投縣 (NantouCounty),望鄉 (Wangsiang) (撤銷站),120.9281,23.6190,2403m,1992/05/05~2015/10/28,南投縣信義鄉望美村望鄉工作站內(巒大事業區119林班),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I060&stname=%25E6%259C%259B%25E9%2584%2589&datepicker=,&altitude=2403m
南投縣 (NantouCounty),阿眉 (Amei) (撤銷站),120.9942,24.1260,1677m,1990/07/01~2011/10/31,南投縣仁愛鄉(水利局雨量站旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H9B0&stname=%25E9%2598%25BF%25E7%259C%2589&datepicker=,&altitude=1677m
南投縣 (NantouCounty),文文社 (Wunwunshe) (撤銷站),120.9934,23.8493,1693m,1992/05/17~2015/11/09,南投縣仁愛鄉法治村良久林場內,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1I040&stname=%25E6%2596%2587%25E6%2596%2587%25E7%25A4%25BE&datepicker=,&altitude=1693m
南投縣 (NantouCounty),中寮 (Chungliao) (撤銷站),120.7664,23.8843,180m,1992/01/23~2011/10/31,南投縣中寮鄉復興村初中巷50號(中寮國中校園內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H950&stname=%25E4%25B8%25AD%25E5%25AF%25AE&datepicker=,&altitude=180m
南投縣 (NantouCounty),草屯 (Caotun) (撤銷站),120.6628,23.9971,75m,1992/01/23~2011/10/31,南投縣草屯鎮中山里草溪路791號(省都電臺內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H960&stname=%25E8%258D%2589%25E5%25B1%25AF&datepicker=,&altitude=75m
南投縣 (NantouCounty),六分寮 (Lioufenliao) (撤銷站),120.6381,23.9254,425m,1992/01/23~2011/10/31,南投縣南投市鳳鳴里八卦路894號(西嶺國小內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H970&stname=%25E5%2585%25AD%25E5%2588%2586%25E5%25AF%25AE&datepicker=,&altitude=425m
南投縣 (NantouCounty),北山 (Beishan) (撤銷站),120.8747,23.9853,393m,1991/12/12~2015/09/04,南投縣國姓鄉北山村頭溪巷7-1號旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H930&stname=%25E5%258C%2597%25E5%25B1%25B1&datepicker=,&altitude=393m
南投縣 (NantouCounty),雙冬 (Shuangdong) (撤銷站),120.8023,23.9674,600m,1992/01/23~2011/10/31,南投縣草屯鎮雙冬里,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H940&stname=%25E9%259B%2599%25E5%2586%25AC&datepicker=,&altitude=600m
南投縣 (NantouCounty),魚池 (Yuchih) (撤銷站),120.9290,23.9008,724m,1991/12/13~2015/09/07,南投縣魚池鄉興池段1368地號(魚池苗圃內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H910&stname=%25E9%25AD%259A%25E6%25B1%25A0&datepicker=,&altitude=724m
南投縣 (NantouCounty),仁愛 (Ren-ai) (撤銷站),121.1307,24.0186,1113m,1991/12/12~2015/08/10,南投縣仁愛鄉(臺電公司電源保護中心內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1H870&stname=%25E4%25BB%2581%25E6%2584%259B&datepicker=,&altitude=1113m
